Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,15.69457914,12.9913517,12.22350581,11.98285511,11.95749707,12.13463828,9.981578768,11.21248698,11.77318696,12.53938135,13.27051699,11.96643701,13.25482296,14.92432966,14.54011365,15.81726354,17.04623593,16.86565768,16.62596607,15.2164715,16.21798079,11.85123057,10.91283459,10.4595177,11.88479234,13.80777598,18.83724644,16.9496696,16.28616763,18.00256341,18.86266903,19.0945389,16.5185547,15.18449529,14.99836183,14.53374289,15.1994617,14.84154374,15.00735084,18.34657875,15.91513972,15.38713577,14.81556968,16.57529971,16.77075142,16.97104374,17.72858775,16.43314213,18.10959514,16.42449569,16.34084476,19.27650507,18.81120528,18.08643972,16.63474911,15.65021151,14.71713928,15.14528975,15.89391144,15.79757291
Comoras,COM,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,8.836452037,8.835326311,8.836370853,8.83593536,8.835993259,8.836740928,8.835727657,8.835939194,8.835772541,8.836624347,8.836453792,8.836287957,8.836502404,8.835914472,8.836054473,8.836404835,8.836459362,8.836305513,8.836263488,8.835953071,8.836314059,8.836260798,8.836176751,8.836129879,8.836027179,8.836281081,8.836179333,8.975341967,8.221347229,9.311938672,9.638904635,9.956415447,8.945869239,9.048387214,9.676472177,10.13619831,10.67289558,11.90131645,13.24797641,12.80956693
Cabo Verde,CPV,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,17.07476822,21.46913769,22.92743044,24.62794582,22.77305584,22.63847867,17.60986227,18.09904103,16.70766225,19.22544523,17.13196947,16.56407354,17.28300759,13.26083108,15.04629954,17.13695269,20.19915756,27.4417263,22.79615288,20.97594563,27.00721854,29.80941288,32.54495671,31.36435117,32.00417307,37.77736046,45.13220526,36.01741324,36.89595833,31.07745164,32.67031806,35.51923974,40.43180426,40.49244284,40.36113969,44.90744231,44.229689,45.92281296,49.23106403,50.86442619
Costa Rica,CRI,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,21.18510602,20.86163431,22.72327588,22.08741883,24.41937538,22.56331818,24.78080519,24.88184845,27.76639998,26.59628974,27.835084,26.79417235,30.22712335,30.79981077,33.14315574,30.06200701,28.90895548,30.86891026,28.18118938,26.92283179,26.47788286,43.26835646,45.0838985,36.03724268,34.38199531,30.72320202,31.34099253,31.63231452,34.0243173,34.85115542,34.19026834,33.53320911,35.42840704,36.20940721,36.07096948,38.34487755,40.21910062,41.816353,44.17866369,42.73547354,43.11444085,40.668462,39.40045983,40.85087719,42.39362208,43.66580873,43.53023151,40.79568223,39.04581546,34.84007247,33.17295769,32.85658296,32.16956883,31.33301741,32.25500516,30.82494048,32.09551247,32.76390692,33.47916862,33.79326796
Estados pequeos del Caribe,CSS,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,32.62535927,32.62576066,32.62630523,32.62411669,32.61374859,32.63686369,32.62777254,32.62902344,32.61317332,32.56191055,32.7524368,32.58231866,32.63527874,32.53392271,32.30559689,33.70506544,31.73173012,32.90007856,32.02714235,31.16396859,30.23904521,21.93117971,16.91826697,13.19420995,13.23971374,13.40151187,15.31336107,14.92396797,14.25261422,14.53747908,14.13002938,13.23447719,11.52706867,12.95193475,16.02177839,21.01804345,18.71345473,20.33635987,20.56760566,17.45972938,22.57026489,25.10363821,25.5109993,24.10043034,22.08391192,17.14734945,14.98303601,14.54089271,14.50166462,
Curacao,CUW,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.49628496,63.39065248,60.85344206,69.4667582,60.68401394,55.53953322,71.02052971,75.68520635,68.96235921,72.24137598,,,,,
Islas Caimán,CYM,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipre,CYP,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,35.48638999,49.74543472,47.81375755,42.32970953,44.68084632,45.25845316,50.25114334,50.92204212,50.4090765,54.65829107,48.73835987,45.03716594,47.28682326,48.07855861,51.45996668,51.50056472,47.08565081,49.45696026,47.49137428,47.68948392,66.76331985,70.20764086,69.18559249,68.69748906,66.92645712,69.96284373,68.20886702,62.40531203,57.76214593,56.88979898,55.69211026,53.43572738,53.25889801,50.08160098,48.72214083,50.37974806,53.49515905,55.31225938,61.36031258,66.02714685,70.1016984,70.5392581,73.49786584,75.22979044,71.87456084
República Checa,CZE,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.92262352,38.42766669,39.8587097,39.93801702,37.0975539,40.21071148,38.13317443,40.24953527,42.05151199,42.76033152,48.09098982,48.85651186,45.0041286,46.72804779,57.05783989,61.81322686,64.87542344,66.10076919,62.95164809,58.34542981,65.54300541,70.82186719,75.64618657,76.05838162,81.95427457,80.55877811,79.10707663,79.0271395,76.97199324,74.3908154
Alemania,DEU,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,15.12850774,14.56018449,14.55308101,15.35526775,18.23698621,17.11064235,18.07170904,17.9799572,17.63674336,17.82462324,18.62122396,20.13483519,20.87000855,20.29140637,21.72556858,22.93900374,21.28714032,20.68303277,21.09008868,22.29961991,22.83583656,23.664901,22.19469349,20.31344059,21.11071028,21.99423628,22.86002769,25.36027331,26.40690621,26.95923243,30.84771157,31.84470712,32.59257911,32.81171295,35.71336386,38.05957235,41.43290791,43.3227581,43.79919026,38.11990694,42.56547341,45.05713628,46.30712014,45.41867786,45.61926331,46.92073836,46.07326285,47.20417441,47.37254984,46.89291254
Djibouti,DJI,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.5383009,158.3742248,141.4583826,100.619883,147.8282796,149.1784929,
Dominica,DMA,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,32.69901074,33.77599071,22.55164088,17.85600151,27.87677038,33.1782729,33.33383171,29.31555398,30.14925362,44.21855626,44.28531451,45.91257744,39.05411064,45.03752693,42.00648948,42.58832045,39.63950646,39.98098665,40.65245764,41.53466126,45.26503085,47.0220444,47.26768974,43.33571014,35.63983249,36.96560908,34.49084233,35.53337094,35.48591865,37.0132965,35.08607781,34.20712813,30.25085863,36.30479326,39.25733125,33.96351138,35.06427828,34.21555505,47.63399064,46.17940379,42.31913135,29.55462061,37.74102856
Dinamarca,DNK,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,28.04137443,26.73702058,26.97166989,26.71750359,27.15103108,26.8245321,26.40635224,27.9731657,30.6563146,29.37023584,28.23785325,28.35761407,27.41811592,29.23299588,32.50285239,36.07569524,35.87365742,35.92132301,36.29270996,36.43113416,32.29913321,31.70378949,33.61571258,35.41995546,36.42315547,37.68247711,36.95438333,36.56621297,36.85186132,36.61195704,37.06738363,37.76286105,37.18656052,39.34843668,44.84726556,45.55449395,45.70447919,43.83840887,43.92843496,47.45212552,50.73004702,51.48253505,54.17579741,47.12607346,50.52292764,53.82014893,54.63049402,54.82881899,54.61313944,55.4181744,53.42598052,55.07737678,56.29390801,58.32126051
República Dominicana,DOM,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,25.59489542,23.25331807,23.86846257,20.72704302,19.69578975,16.30447022,16.3431243,18.08078856,18.48762858,18.48029256,17.95302552,18.00984896,21.27642729,22.56078628,25.61902825,28.87882021,22.29488336,21.0745415,18.64670222,22.02645232,20.34574063,21.61355108,16.43991895,16.97814607,21.73342301,26.16301953,22.93953838,25.5254959,34.48172022,30.67167221,30.61070791,40.07797315,36.80375031,36.38933241,36.20853991,35.22672163,34.88670973,35.22228754,34.30988428,34.98110211,35.49782514,31.89062009,30.72401016,42.15299816,41.14747664,28.33113815,28.22491627,26.76202201,23.90673649,21.0309281,22.67575221,24.18697531,24.58317786,25.16715873,25.15139056,23.7615823,23.90937952,23.68214534,23.5514313,23.06928204
Argelia,DZA,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,39.0431726,46.24455689,19.79387268,24.68468205,25.08405873,22.60394356,25.98619752,23.43441677,23.1356346,23.78877682,22.0727334,18.44251915,20.44956198,25.503663,38.74904361,33.68893622,33.05458393,30.58656693,25.53583672,31.14830021,34.33846147,34.58725077,30.92485632,27.94180611,25.71001618,23.58393289,12.85475734,14.27247473,15.50786788,18.63926334,23.44368508,29.11782217,25.31959428,21.783877,22.53072525,26.19477598,29.76044833,30.90631138,22.57835401,28.15011312,42.06972792,36.68929676,35.50456026,38.24882214,40.0532239,47.20518261,48.81068081,47.06814974,47.97335603,35.37164831,38.44453773,38.7881213,36.89054781,33.20989789,30.48765739,23.17179271,20.87248533,22.63220352,25.78683082,22.79435881
Asia oriental y el Pacífico (excluido altos ingresos),EAP,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,7.300630861,6.845926429,6.496994381,6.823463856,6.929388213,6.273121551,6.780878517,6.225868241,6.33780219,5.987461603,6.011838265,6.223980817,6.706864863,8.199825373,9.877230868,8.768513989,8.805525516,8.747451871,8.759095658,10.32300799,11.16134735,11.98122305,14.18419271,13.37540648,13.60573342,12.43034204,12.59122225,16.26063493,18.12323961,16.73386457,18.45690312,19.44024567,20.54163213,21.16636376,23.15082795,23.05073449,23.05784799,25.24975664,27.45743273,26.09674577,28.79776198,27.75360597,28.8306349,32.14366929,35.97557801,38.31646019,39.85168138,38.98788683,36.53448685,29.11676435,31.36247319,31.02652954,29.80690776,28.92992999,28.14525334,26.13106905,24.52693967,25.02430396,24.61801785,23.50125947
inicial del dividendo demográfico,EAR,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,11.59326473,11.83431706,10.90293139,11.52657382,11.35892889,10.47035919,11.29291735,10.81697341,13.28373847,12.97935505,13.93187613,14.57212081,15.67984515,20.18156001,20.44925121,19.10572143,18.48703335,18.49242221,17.27745783,19.36907869,19.88392064,19.23292566,18.3701827,17.96307966,17.78997023,17.18509264,15.4900827,17.01022627,17.87599488,18.98466929,19.91198131,19.52899492,19.36868218,19.34646789,20.62423939,22.18299412,23.23629267,23.25021205,23.09105535,22.72921678,25.32795989,24.41918225,25.93741029,26.59099913,28.39653982,29.87227874,30.52072529,29.93801367,30.79960281,26.03254527,27.69428708,29.17954445,28.76808698,28.30106143,26.61250986,24.47181345,24.01856528,25.24343816,27.66875883,26.38581476
Asia oriental y el Pacífico,EAS,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,12.20033613,12.66782816,12.74295819,14.14883688,16.31421228,15.31243397,16.25395011,16.28062501,15.71730383,16.91708868,18.66962925,19.32907957,19.81809665,19.22945744,19.8417616,18.96393402,18.33368661,20.2394899,21.18046057,20.12203434,20.64052916,20.86041999,21.22642082,21.31284642,22.28884656,22.76437074,22.78767387,24.24328822,25.91878062,24.74682646,26.98700604,26.22400045,26.98448143,29.35770651,32.42334204,34.14274544,35.95358424,36.16540884,36.09308628,29.92997556,32.61846421,33.17330346,32.42781338,32.21379393,32.04329016,30.0996138,28.21318277,29.24763506,29.49496129,
Europa y Asia central (excluido altos ingresos),ECA,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.36704071,18.94405448,16.26371056,47.33916311,32.16169451,28.57628377,28.68488737,27.24784529,27.27672326,29.06746299,36.03061652,38.43347207,35.71417369,34.15167384,34.02611503,34.58070375,34.13210831,33.38865227,31.38396287,32.92932908,29.4679701,30.13082893,31.19127002,30.68983284,29.07787911,30.21743351,30.49236937,28.85355171,30.1278855,34.17845011,33.14252456
Europa y Asia central,ECS,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,20.26171601,20.23440338,20.22915873,21.27093479,24.04674482,22.50492555,23.56319469,24.0856326,23.7618589,24.48880838,24.88888146,26.24360215,26.24977778,26.57217704,28.43070183,28.67087507,25.59721375,25.0361155,25.2811845,26.07228512,25.63209087,25.27165741,29.03711625,27.3525941,28.01158124,29.03477374,29.23918354,30.88450837,31.22196275,32.28295982,35.54636286,35.09724232,34.13986482,33.56515143,34.89726802,36.08172947,37.83519319,38.18405237,38.94407443,34.76100731,37.9873471,40.40167874,41.29625611,41.23650804,41.42242097,41.90233898,41.46249641,42.90064974,43.92844306,43.79580538
Ecuador,ECU,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,9.5475746,8.957493023,10.24149948,9.233321676,8.90005389,8.979657187,10.48569999,10.10718657,11.0421656,8.502945502,9.441228157,10.58040612,12.40791217,17.87803768,22.65205055,16.07089364,16.03563594,16.30287683,14.73198271,17.90807849,17.14802649,14.61784584,14.65649112,15.55961496,17.3764204,19.68137097,15.62940348,15.36608707,19.005851,20.28304897,22.76437202,23.67458359,24.13374014,20.03584083,20.27981807,21.28690337,22.27328469,21.53492621,17.89195087,26.37754164,32.12753529,23.22274709,21.49237389,22.59840005,24.5543486,27.6181741,30.33307477,31.93176797,34.16363955,25.24910794,27.89495597,31.1211998,30.16480927,28.6382883,28.05185415,21.25822138,19.50479127,20.83281789,22.60468399,23.39003998
"Egipto, República Árabe de",EGY,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,19.86619334,17.64630718,15.05238008,17.75885746,18.3980464,17.13087619,16.33337423,16.82578507,11.79992123,13.45283159,13.56821589,13.24169802,12.7102388,13.53515136,20.36741034,18.16794181,17.16731796,21.58613381,19.903171,26.49273846,30.51463829,30.96143632,26.33327396,22.93233083,20.56962025,18.230563,13.83219955,12.62135922,17.37012987,17.79220779,20.35490605,27.46666667,28.39683681,25.83762887,22.57142857,22.54901961,20.74978204,18.8416698,16.21433542,15.0520156,16.20111732,17.47978812,18.31617841,21.79640719,28.22996085,30.34354689,29.94981383,30.24973147,33.04299274,24.95682211,21.34924581,20.56742761,16.39696662,17.01784562,14.24413146,13.18384549,10.34546394,15.8184438,18.91197548,17.49995303
Zona del Euro,EMU,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,19.04454118,19.10241573,19.34046174,20.14045746,22.83066553,21.39607817,22.26230064,22.60874428,22.48659292,23.42904043,23.72733702,25.36008982,25.40500427,25.71659445,27.52364467,27.79058126,24.88681368,24.28049674,24.78708594,26.00640886,25.84393076,25.93174365,25.62449989,25.56624393,26.96650616,28.53942126,28.94168073,31.1423577,31.6099475,31.77901998,35.35743692,35.27611111,34.5767109,33.68814511,35.2153899,36.52841239,38.50266181,39.5527473,39.91289557,34.99165736,38.87694047,41.58607036,43.06101563,43.11204173,43.60095816,44.49782762,43.90174398,45.43244917,45.99513094,45.81470668
Eritrea,ERI,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.42360635,30.55669092,28.01966292,22.38801936,29.23377036,29.61482279,14.83448359,9.534407549,9.670620594,10.80704036,11.78118084,6.442327834,5.775398982,6.16571332,6.899509392,5.771852584,4.428756649,4.528623859,6.378376598,18.15483726,,,,,,,,
España,ESP,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,12.13059238,13.0134043,13.33906116,13.32148638,13.18462698,12.3758068,12.56686981,13.25184065,13.87953944,13.70415411,14.29079551,16.28345437,16.97711292,19.07531886,21.30305966,20.86474105,18.19732542,17.72484277,17.30278708,16.60237742,15.72479816,15.76071981,16.18754892,17.70888761,20.31113543,21.82709927,23.0323608,25.66978901,26.10194733,26.35150901,28.56335793,27.86161916,26.55399492,25.62890612,25.41198482,24.97926904,25.2413025,25.98473881,25.62392917,23.06169417,25.95167935,29.5349622,31.45527248,32.96257747,33.48256759,33.62651843,33.8800905,35.14946203,35.14711756,34.89281571
Estonia,EST,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.22453787,69.20265784,65.97676226,61.3542257,70.47410702,73.74043631,69.80382932,61.54632839,61.20686758,57.9206494,57.14131877,61.08695163,65.47430486,63.3059922,62.60846334,66.31155998,60.521956,74.44532395,85.83401974,85.56756436,84.02340476,81.33089759,76.87341316,76.36294446,75.63910894,74.11886074,72.90882485
Etiopía,ETH,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6868532,13.7672982,12.48407356,11.64161991,9.363313597,7.812080503,7.629368622,8.372675866,7.939976609
Unión Europea,EUU,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,19.34546178,19.39981286,19.60879441,20.50437102,23.25542315,21.7418331,22.51201037,22.8320987,22.72215851,23.72313067,24.10464371,25.74335685,25.85762613,26.26678251,28.00113712,28.22718152,25.32031061,24.72706176,25.25463549,26.43465422,26.1752408,26.36520003,26.20815789,26.17339125,27.58318132,29.04291485,29.41128035,31.59588023,32.0782487,32.29848082,35.85180749,35.78822005,35.07831483,34.38799449,36.0363867,37.42775065,39.56471297,40.59209366,40.97346144,36.16164049,40.02167644,42.76225123,44.19453969,44.26267368,44.8671054,45.73679926,45.20756487,46.7026723,47.26865592,47.14509929
Frágiles y situaciones de conflicto afectados,FCS,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,20.27076338,22.44643952,20.85916977,25.84074263,36.04748223,28.67595986,28.20942541,28.69938391,25.9473076,31.01818826,33.62539745,22.20310746,18.93901876,17.58297453,18.82384276,17.69659125,14.18307596,17.7188434,16.6187695,25.64402885,25.62401822,21.83786414,20.08246933,19.16157825,19.57858714,21.22989141,23.96309594,31.18184348,27.76305808,29.02215542,33.78076817,28.30225593,31.56735552,35.01493234,33.7171206,34.49723032,35.65800115,32.09648459,33.62957454,24.49227453,31.44423222,32.39183567,31.95391619,27.62829561,23.97416658,,,,,
Finlandia,FIN,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,23.87006026,22.56809396,23.65313291,23.6042464,25.68090499,22.13360979,23.5470324,26.85129694,27.86032209,29.57857838,30.82271147,31.28694145,28.87414434,28.70455688,29.48559671,27.98866856,25.64720144,24.99852324,23.90547815,23.02336683,22.14624171,21.26951979,25.54433724,31.38096794,34.03563676,35.76494942,36.31946553,37.77739673,37.43878347,37.60439976,42.03104616,39.76408441,39.13500263,37.32083902,38.61537686,40.27336705,43.07420025,43.8259066,44.90000772,36.08092568,38.41439756,38.90039293,38.80827907,38.01762912,36.48143762,35.40695887,34.81045247,37.6107076,38.51770063,40.17858628
Fiji,FJI,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,48.53694739,43.02471123,43.23524656,43.60882126,42.82913824,44.32966198,41.6638161,45.31122031,56.36180398,62.66962097,62.34343434,57.31145935,51.91764757,52.37755304,56.42119443,55.29611318,62.8480589,61.03999206,60.80444755,61.02266489,65.15851948,60.67382849,61.48471555,59.86720118,53.81476145,53.5956063,49.65497315,48.22043084,57.12477872,49.43641173,57.43440206,59.28059298,61.1111437,56.87342832,52.33427536,48.83675539,46.64724148,45.98393366,47.91341218,
Francia,FRA,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,14.814024,14.41063516,13.17435771,12.92754805,13.09448096,13.56939101,13.59355758,13.48930705,13.55609471,14.29702935,15.9811612,16.48168226,16.62310607,17.52472214,20.6302808,18.8332005,19.33517233,20.23356703,20.24267458,20.71595389,20.98257963,21.96986186,21.3986952,22.43632708,23.83548081,23.3242135,20.38347844,19.59735182,20.36672557,21.65815382,20.97573338,21.33488442,21.33055935,20.79257941,21.66032273,22.62292606,23.05556487,25.52319542,26.12649198,26.07653539,28.59497425,28.2658952,27.53105026,26.11196897,26.46883632,27.03305104,27.93505509,27.85325751,28.11938486,24.83554721,26.78829984,28.42133748,29.20302719,29.36473787,29.6666845,30.59262238,30.24753718,30.94863319,31.71915633,31.77171366
Islas Feroe,FRO,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.19494322,46.87855872,49.83523418,49.65608216,47.34159945,44.68863352,41.75927391,42.58594398,41.57748007,41.90891007,45.87079762,41.51933293,44.34074312,50.59600371,52.3499285,53.52880177,51.35751697,51.211522,53.74627109,56.63300681,51.5412638,
Micronesia (Estados Federados de),FSM,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,3.38028169,,,,,,,,,,,,18.20365357,18.41332292,18.0259241,18.75305828,16.4620322,17.97109638,19.24132748,18.08284113,18.76488441,15.52806407,16.71599105,18.08150842,22.48094921,23.32066985,21.87205433,23.69035115,24.71426424,29.88778871,30.39742206,31.82842674,27.06500271,27.65420513,29.96096183,35.47473045,
Gabón,GAB,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,34.17098666,31.21169298,31.71425748,47.10299506,41.89186987,43.24324324,39.73510592,48.05390719,48.42248329,54.6554602,49.72065928,66.31769743,73.08743779,58.84543141,57.54640839,49.52422145,45.58475873,51.59374094,61.75816024,58.48588272,64.72019465,63.36350643,61.59475145,61.32476979,59.09266161,62.57247584,35.19131246,42.69492039,36.73058397,45.79558218,46.03850426,47.26345929,46.07555286,48.79461351,61.67563998,59.38699903,62.66324499,61.30401081,47.40635161,59.61250435,69.03217671,54.27523248,52.60889969,51.9294345,55.03915528,60.00867276,60.57181652,58.52860459,62.19971201,52.17173218,57.66349238,61.74437213,60.95034144,57.35740588,44.52089239,46.0320085,44.03534729,50.22675397,50.53651299,50.67318194
Reino Unido,GBR,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,21.79204055,21.87472067,20.62013254,22.4318803,26.80208657,25.38412523,27.99245423,29.65049398,27.99383774,27.36074349,26.59897119,25.96346656,25.61647072,25.74579212,27.52303067,27.87536584,24.82739775,24.34631759,21.92554649,22.39088051,23.07190067,22.34592864,22.6702788,24.55759961,25.78977692,25.55512949,26.15070901,25.55043921,24.16943838,23.92404589,25.19890001,25.03635433,24.11143616,23.8566364,23.71270059,24.97360833,27.10107578,25.23975349,26.98941023,26.37307819,28.27507121,30.7000188,29.97510397,29.9526011,28.50205482,27.65142188,28.4392369,30.36612544,30.61496877,31.60277398
Georgia,GEO,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.54929577,42.46575342,42.36111111,40,27.60416667,35.65683646,46.88874116,57.77210462,25.50189571,13.32620396,15.61022415,16.45873439,19.05559299,22.99446642,24.4613665,29.22927575,31.45572798,31.12893539,33.2590419,32.47086636,30.81829844,28.26331986,29.54520182,32.95450379,34.68779804,36.51629063,41.7219539,39.93445573,40.86223663,40.79975444,46.52761423,50.55852769,54.81856893
Ghana,GHA,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,28.19332566,26.12903226,24.2147923,21.18181818,19.90291262,17.12141883,14.62450593,17.42021277,20.35294118,19.74012994,21.33687472,15.76,20.71047957,21.451014,18.32618026,19.36399773,15.70640515,10.49896981,8.357952921,11.23237191,8.466349295,4.755872553,3.338307249,5.5559178,8.04402704,10.65448567,16.57609705,19.66260054,18.1833835,16.74263732,16.87789041,16.96354606,17.22595549,20.25391906,25.25863593,24.49644594,32.11218217,32.41029093,33.87135176,32.07833895,48.80225762,45.23301647,42.61625189,40.67904265,39.30332512,36.44921695,25.19211876,24.5250906,25.0294573,29.29186598,29.47671798,36.93660855,40.35921817,25.82937988,28.82108383,31.95879558,31.88067471,35.25800386,35.26433081,35.97678235
Gibraltar,GIB,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,31.09189988,31.63135298,26.87258549,31.09360076,31.0752358,30.33087892,24.87461354,26.51847392,22.75232735,21.11880776,19.19510114,19.56108748,21.28670436,21.63951826,24.52387304,28.57866275,26.47781058,25.95674335,24.62597518,34.78565309,23.82431116,23.55095814,21.64046458,22.51579108,30.34120398,32.60224123,33.1373916,26.47062065,26.68851014,21.49687039,29.37151131,44.66029845,37.603775,30.59925875
Gambia,GMB,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,36.17061431,40.52147025,39.99043732,40.39287991,37.79155576,32.36724891,33.77305743,35.10265625,38.97303234,44.70857143,41.0568518,36.73550079,33.6812221,34.95955663,42.73621179,43.96109191,44.33438681,50.48829004,51.12493707,43.86485011,46.62415215,49.41808688,50.36571732,55.05998399,59.90273626,29.43891965,30.59270667,28.19201565,21.23961801,23.77564904,21.7986716,22.93220255,25.30557465,24.39736108,25.79867432,21.82079813,27.15738458,31.09378645,20.59478287,19.90329078,21.03471234,18.03295746,14.47520018,15.74610753,14.66781488,16.85940447,19.84168223,18.97916437,21.83689544,19.59633316,15.91151182,16.78945539,21.72695159,20.63737759
Guinea-Bissau,GNB,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,3.999925979,4.158114767,4.35556892,6.059835997,5.018366375,5.184906736,5.272578805,9.304330132,7.734685919,7.272209196,12.68755891,11.19315806,7.840235971,6.009148197,13.40120838,9.757991707,5.235219028,11.36700301,12.44089594,8.890718949,9.935989367,9.982487202,4.902489849,8.86943639,16.45440776,11.66716961,10.52440406,21.01676321,14.44369762,24.86117665,21.75585741,21.19459929,17.83312057,18.67981089,18.45989158,16.14973055,12.84866626,20.19103563,19.8506086,18.84933774,14.90607945,25.6740075,15.47521335,18.2571916,20.20740014,27.54304392,26.5081143,27.77397262,25.33556797,23.49763888
Guinea Ecuatorial,GNQ,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.41738313,82.32565045,88.62129397,89.22435018,74.34220994,85.7584332,75.09531266,71.90499182,67.65331666,65.9632886,56.65847382,51.41282994,58.86310521,58.81232298,55.13387379
